label,r,lag,alpha,S2_direct,S2_sd,sum_sd_weights,sqrt_direct,sqrt_sd
cube320_t0037,48,1,+-,0.34251493678175615,0.3425149367817501,0.9999999999999758,0.5852477567507253,0.5852477567507202
cube320_t0037,64,1,+-,0.3929039198539387,0.4003872615137313,1.0055538847118002,0.6268204845519478,0.6327616150761132
cube320_t0037,80,1,+-,0.44066106684219947,0.4272925443395281,0.9913274396135654,0.6638230689289123,0.653676176971081
cube320_t0037,96,1,+-,0.4737833435778924,0.4661982124518426,0.9954295652173408,0.688319216336354,0.6827870915972581
cube320_t0037,128,1,+-,0.5191767842939642,0.5423543434048346,1.014909333333295,0.7205392316133551,0.7364471083552672
cube320_t0037,160,1,+-,0.5516730481924904,0.5484398033141885,1.0001398826980048,0.7427469610792699,0.7405672172829341
cube320_t0037,192,1,+-,0.5654547338874203,0.5532540219642734,0.9943290322580398,0.7519672425627464,0.7438104744921743
cube320_t0037,32,1,-,0.3275228195124754,0.32752281951246903,0.9999999999999754,0.572296094266312,0.5722960942663063
cube320_t0037,48,1,-,0.404704307915099,0.40470430791509165,0.9999999999999758,0.6361637430057603,0.6361637430057545
cube320_t0037,64,1,-,0.4481469629902758,0.4559180960077327,1.0055538847118002,0.6694377962068438,0.675217073249583
cube320_t0037,80,1,-,0.4992262841541951,0.4861426396936237,0.9913274396135654,0.7065594696514902,0.6972392987300872
cube320_t0037,96,1,-,0.5276798095390728,0.5204330131903052,0.9954295652173408,0.7264157277613644,0.7214104332419273
cube320_t0037,128,1,-,0.5549420073205026,0.5778595977454319,1.014909333333295,0.7449442981327548,0.7601707688048995
cube320_t0037,160,1,-,0.5869562058014175,0.5886859147424324,1.0001398826980048,0.7661306714924142,0.7672587013142519
cube320_t0037,192,1,-,0.605610952113938,0.6016080997032004,0.9943290322580398,0.7782100950989637,0.7756339985477689
cube320_t0037,32,2,+,0.3352938941942382,0.3365037696331327,1.0010019990005028,0.5790456753955064,0.5800894496826612
cube320_t0037,48,2,+,0.4336554172859271,0.4316683204060728,0.9986148648648699,0.6585251834864989,0.6570147033408558
cube320_t0037,64,2,+,0.5124708847125233,0.5145614542814413,1.0011912903225528,0.7158707178761563,0.7173293903650131
cube320_t0037,80,2,+,0.590106049390958,0.5867654011621797,0.9983288888888722,0.7681836039586878,0.7660061365042579
cube320_t0037,96,2,+,0.6522102865992594,0.6457796526737803,0.9968831168830782,0.8075953730670201,0.8036041641715033
cube320_t0037,128,2,+,0.7560490533446258,0.7715501862896861,1.008322664770057,0.8695108126668845,0.878379295230532
cube320_t0037,160,2,+,0.7880186526533505,0.7880186526533735,1.000000000000033,0.8877041470294877,0.8877041470295007
cube320_t0037,192,2,+,0.7923406002213584,0.7865302601974489,1.0055157255616114,0.8901351584008793,0.8868654126740139
cube320_t0037,32,2,+-,0.2683801724186907,0.26950185558444506,1.0010019990005028,0.5180542176439554,0.5191356812861596
cube320_t0037,48,2,+-,0.343139902153913,0.3413689646412308,0.9986148648648699,0.5857814457234993,0.5842678877374922
cube320_t0037,64,2,+-,0.3934742424921882,0.3952036177862896,1.0011912903225528,0.6272752525743289,0.628652223241348
cube320_t0037,80,2,+-,0.44251407162861855,0.4398775725697189,0.9983288888888722,0.6652173115821766,0.6632326685030818
cube320_t0037,96,2,+-,0.47395068299018356,0.4687191384372514,0.9968831168830782,0.6884407621503709,0.6846306584117099
cube320_t0037,128,2,+-,0.5185456897281977,0.5314593115780856,1.008322664770057,0.7201011663149822,0.7290125592732168
cube320_t0037,160,2,+-,0.5520303559364605,0.5520303559364756,1.000000000000033,0.7429874534179299,0.74298745341794
cube320_t0037,192,2,+-,0.5669925969364735,0.5703415267992753,1.0055157255616114,0.7529891081127758,0.7552095913051391
cube320_t0037,32,2,-,0.3252200449874064,0.3264523010905117,1.0010019990005028,0.5702806721145356,0.5713600450596031
