label,r,lag,state,count,A_p,A_m,A_pm
cube320_t0037,128,2,B,81000.0,0.6723766508073816,0.4375695881714545,0.4203636038105082
cube320_t0037,128,2,HL,2554.0,1.231512589706932,1.6626611234593625,1.2848117951361158
cube320_t0037,128,2,HS,6446.0,1.6190851584714396,1.5712781811330299,1.4486892401658384
cube320_t0037,160,2,B,81000.0,0.6977681975611688,0.4801284918124251,0.4525188594164343
cube320_t0037,160,2,HL,2390.0,1.3300559405427963,1.6059836975714454,1.3263011138703853
cube320_t0037,160,2,HS,6610.0,1.6979759513539445,1.545691345130509,1.4915045021785245
cube320_t0037,192,2,B,81000.0,0.6835207389754573,0.509691344807787,0.4634665424503161
cube320_t0037,192,2,HL,2316.0,1.4480158574869548,1.5938773138777913,1.3965714442354549
cube320_t0037,192,2,HS,6684.0,1.8838823215096405,1.4470762736509597,1.5341239259362218
cube320_t0037,32,4,B,27000.0,0.26225294993377146,0.24463058245094133,0.196601094641361
cube320_t0037,32,4,HL,662.0,0.8559855011355847,0.9499073159912754,0.7656543166185461
cube320_t0037,32,4,HS,2338.0,1.0526275427901015,1.13848744872471,0.9874272861700133
cube320_t0037,48,4,B,27000.0,0.33659735387241396,0.30782680211439767,0.2533711485370445
cube320_t0037,48,4,HL,608.0,1.0633201566759576,1.198116830207607,0.9750470053885392
cube320_t0037,48,4,HS,2392.0,1.3066807753147973,1.3232475673871882,1.1823987191064123
cube320_t0037,64,4,B,27000.0,0.41643028378239855,0.34837435400621797,0.30214299552450613
cube320_t0037,64,4,HL,728.0,1.213684948751428,1.2708480670611864,1.1132897453474018
cube320_t0037,64,4,HS,2272.0,1.472128149811589,1.3637116603565125,1.2792327323893122
cube320_t0037,80,4,B,27000.0,0.48881069041658703,0.38769845120091434,0.34367851157390683
cube320_t0037,80,4,HL,786.0,1.2343840900878318,1.4754149569743262,1.2179471262573918
cube320_t0037,80,4,HS,2214.0,1.6130871430915474,1.5205165506277087,1.399033331517296
cube320_t0037,96,4,B,27000.0,0.5507498092088504,0.41507996200728453,0.3742794588683777
cube320_t0037,96,4,HL,850.0,1.282661667912096,1.5896222063253413,1.2769955059966507
cube320_t0037,96,4,HS,2150.0,1.577093063386496,1.6003459328409915,1.4280264654652894
cube320_t0037,128,4,B,27000.0,0.6757032192424739,0.43875316835320816,0.42113291580707707
cube320_t0037,128,4,HL,874.0,1.2595769080886763,1.619273306373749,1.2800778461253348
cube320_t0037,128,4,HS,2126.0,1.5894491873162477,1.5889570858768411,1.4441284618607924
cube320_t0037,160,4,B,27000.0,0.6930091184752424,0.4760837062809105,0.4488558099580891
