label,r,lag,start_index,state,count,sum_S2p,sum_S2m,sum_S2pm
cube320_t0037,80,1,2,HS,2154.0,3538.840162604418,3183.07314581777,2997.5962809701164
cube320_t0037,80,1,2,HL,846.0,1055.8604039570387,1255.7886127683873,1021.1841299067994
cube320_t0037,80,2,2,B,27000.0,13139.627284855062,10466.529268602651,9213.153327981385
cube320_t0037,80,2,2,HS,2154.0,3538.840162604418,3183.07314581777,2997.5962809701164
cube320_t0037,80,2,2,HL,846.0,1055.8604039570387,1255.7886127683873,1021.1841299067994
cube320_t0037,80,1,3,B,27000.0,12907.704983030768,10454.290798153806,9069.64140935489
cube320_t0037,80,1,3,HS,2162.0,3345.677291768494,3207.343099769194,2952.840198817783
cube320_t0037,80,1,3,HL,838.0,1056.8459395680602,1248.4356996096544,1030.5799663155892
cube320_t0037,96,1,0,B,27000.0,14870.24484863896,11207.158974196682,10105.545389446199
cube320_t0037,96,1,0,HS,2150.0,3390.750086280966,3440.743755608132,3070.256900750372
cube320_t0037,96,1,0,HL,850.0,1090.2624177252815,1351.1788753765402,1085.446180097153
cube320_t0037,96,2,0,B,27000.0,14870.24484863896,11207.158974196682,10105.545389446199
cube320_t0037,96,2,0,HS,2150.0,3390.750086280966,3440.743755608132,3070.256900750372
cube320_t0037,96,2,0,HL,850.0,1090.2624177252815,1351.1788753765402,1085.446180097153
cube320_t0037,96,4,0,B,27000.0,14870.24484863896,11207.158974196682,10105.545389446199
cube320_t0037,96,4,0,HS,2150.0,3390.750086280966,3440.743755608132,3070.256900750372
